account_id,customer_id,account_type,balance,opening_date,account_status,branch_id
ACC88595034,CUST010764,Savings,216972,2026-04-13,Active,BR111
ACC18130801,CUST010765,Salary,153150,2023-07-01,Active,BR111
ACC42847954,CUST010765,Salary,808094,2023-07-01,Active,BR050
ACC48282989,CUST010766,Salary,282621,2023-03-27,Active,BR013
ACC77215821,CUST010767,Current,60836,2021-04-26,Active,BR057
ACC39983389,CUST010768,Savings,489563,2021-01-16,Inactive,BR064
ACC41900088,CUST010769,Current,620060,2023-07-27,Inactive,BR009
ACC58932834,CUST010769,Salary,650796,2023-07-27,Active,BR137
ACC46680012,CUST010770,Salary,754481,2024-04-21,Active,BR107
ACC87500180,CUST010770,Current,79316,2024-04-21,Inactive,BR131
ACC81187007,CUST010771,Savings,654924,2018-11-20,Inactive,BR071
ACC83074435,CUST010771,Savings,584340,2018-11-20,Active,BR021
ACC79816282,CUST010772,Salary,832698,2020-12-06,Active,BR009
ACC14376008,CUST010773,Current,238098,2021-09-07,Inactive,BR131
ACC38208840,CUST010774,Salary,973338,2017-02-20,Inactive,BR137
ACC16357276,CUST010775,Salary,114311,2026-04-09,Active,BR007
ACC10246777,CUST010775,Salary,192470,2026-04-09,Active,BR130
ACC24843409,CUST010776,Savings,334980,2022-08-14,Inactive,BR044
ACC15504318,CUST010777,Savings,581595,2021-07-08,Active,BR122
ACC63112535,CUST010777,Current,229936,2021-07-08,Active,BR045
ACC43271148,CUST010778,Savings,898932,2022-10-16,Inactive,BR093
ACC19483571,CUST010779,Salary,154658,2021-03-04,Inactive,BR094
ACC96729703,CUST010779,Savings,842105,2021-03-04,Inactive,BR065
ACC55529977,CUST010780,Current,685019,2025-05-01,Active,BR068
ACC21690727,CUST010781,Current,471424,2024-05-07,Active,BR083
ACC89575390,CUST010781,Savings,771221,2024-05-07,Active,BR135
ACC58852614,CUST010782,Current,595862,2017-05-04,Active,BR056
ACC65394602,CUST010783,Current,586063,2018-11-09,Active,BR142
ACC21022895,CUST010783,Savings,332575,2018-11-09,Active,BR150
ACC89875503,CUST010784,Savings,331469,2017-02-01,Inactive,BR127
ACC60747614,CUST010785,Savings,377135,2025-03-30,Inactive,BR146
ACC96808875,CUST010786,Savings,765488,2018-08-21,Active,BR090
ACC17928354,CUST010787,Savings,901198,2020-09-12,Active,BR058
ACC32637032,CUST010787,Current,765655,2020-09-12,Inactive,BR042
ACC19524967,CUST010788,Current,37990,2025-09-21,Active,BR075
ACC47781814,CUST010788,Salary,27363,2025-09-21,Active,BR072
ACC69474311,CUST010789,Savings,842848,2026-04-08,Inactive,BR078
ACC17716056,CUST010790,Savings,146390,2022-07-21,Inactive,BR058
ACC61419578,CUST010790,Salary,429435,2022-07-21,Active,BR033
ACC96333582,CUST010791,Savings,97393,2019-02-09,Active,BR070
ACC95538976,CUST010791,Savings,981112,2019-02-09,Active,BR077
ACC74697661,CUST010792,Salary,596522,2021-06-24,Inactive,BR077
ACC93880588,CUST010792,Savings,915905,2021-06-24,Active,BR062
ACC99792584,CUST010793,Current,932380,2026-05-31,Inactive,BR018
ACC64210118,CUST010793,Current,533034,2026-05-31,Inactive,BR050
ACC43855156,CUST010794,Savings,46338,2017-07-28,Active,BR038
ACC94255961,CUST010794,Savings,789754,2017-07-28,Active,BR121
ACC61850926,CUST010795,Current,825621,2021-01-26,Active,BR062
ACC69162782,CUST010795,Salary,566501,2021-01-26,Active,BR077
ACC45027794,CUST010796,Savings,409603,2020-02-26,Inactive,BR093
ACC16522557,CUST010797,Salary,931983,2023-01-28,Inactive,BR013
ACC14624730,CUST010798,Current,321376,2018-11-28,Inactive,BR011
ACC57392260,CUST010798,Savings,675045,2018-11-28,Active,BR031
ACC37678557,CUST010799,Salary,842896,2023-10-04,Inactive,BR011
ACC17906371,CUST010800,Salary,110592,2025-03-07,Active,BR125
ACC75227637,CUST010800,Salary,725802,2025-03-07,Active,BR005
ACC65110919,CUST010801,Current,557024,2026-06-30,Inactive,BR105
ACC62807116,CUST010802,Savings,61263,2025-08-28,Inactive,BR138
ACC98113237,CUST010802,Salary,571180,2025-08-28,Active,BR141
ACC36731770,CUST010803,Current,199372,2022-03-03,Inactive,BR075
ACC76611050,CUST010804,Savings,920658,2025-08-18,Inactive,BR018
ACC64115257,CUST010805,Current,364603,2020-09-21,Active,BR069
ACC36783916,CUST010805,Salary,398469,2020-09-21,Inactive,BR104
ACC12312184,CUST010806,Savings,558156,2026-05-23,Active,BR054
ACC16017201,CUST010807,Salary,977349,2023-11-10,Active,BR087
ACC67840642,CUST010808,Savings,699005,2024-12-23,Inactive,BR133
ACC42436954,CUST010808,Current,479977,2024-12-23,Active,BR080
ACC44638396,CUST010809,Current,625755,2023-02-09,Inactive,BR149
ACC86561497,CUST010810,Current,876301,2022-05-26,Active,BR028
ACC57344291,CUST010810,Current,685237,2022-05-26,Active,BR042
ACC63926185,CUST010811,Savings,473337,2018-11-07,Inactive,BR008
ACC68117804,CUST010812,Savings,507632,2018-04-11,Inactive,BR062
ACC23233138,CUST010812,Salary,952570,2018-04-11,Active,BR022
ACC96497561,CUST010813,Salary,230733,2019-07-06,Active,BR051
ACC70314584,CUST010813,Salary,629412,2019-07-06,Active,BR031
ACC35481066,CUST010814,Current,644202,2022-12-02,Active,BR124
ACC79756828,CUST010815,Current,73841,2020-01-20,Active,BR001
ACC79280503,CUST010815,Savings,488450,2020-01-20,Inactive,BR037
ACC25024192,CUST010816,Current,766906,2025-03-31,Inactive,BR056
ACC77166939,CUST010816,Current,728663,2025-03-31,Inactive,BR037
ACC30204131,CUST010817,Salary,946772,2023-12-26,Inactive,BR071
ACC59482518,CUST010818,Current,913087,2016-10-22,Inactive,BR050
ACC53427934,CUST010819,Salary,255240,2019-04-06,Active,BR118
ACC95733180,CUST010820,Savings,91920,2017-01-07,Inactive,BR012
ACC36992125,CUST010820,Salary,149505,2017-01-07,Active,BR043
ACC19381144,CUST010821,Current,95640,2022-08-06,Active,BR113
ACC23808302,CUST010821,Savings,756018,2022-08-06,Inactive,BR144
ACC11286222,CUST010822,Current,984787,2019-07-31,Inactive,BR011
ACC39223864,CUST010823,Savings,541617,2018-08-14,Active,BR103
ACC13996623,CUST010824,Salary,685795,2022-03-05,Inactive,BR042
ACC13756987,CUST010825,Salary,819512,2025-12-08,Inactive,BR083
ACC76853893,CUST010825,Savings,880694,2025-12-08,Active,BR100
ACC16103459,CUST010826,Current,834349,2022-12-12,Inactive,BR109
ACC82915718,CUST010827,Salary,577029,2016-10-11,Active,BR106
ACC57744280,CUST010828,Current,68733,2026-06-05,Inactive,BR091
ACC64893581,CUST010829,Savings,841770,2021-02-08,Active,BR083
ACC86466146,CUST010830,Salary,746052,2018-06-02,Active,BR076
ACC74216670,CUST010830,Savings,275109,2018-06-02,Active,BR072
ACC65432134,CUST010831,Current,474884,2022-07-26,Active,BR048
ACC60674048,CUST010831,Current,685805,2022-07-26,Active,BR130
ACC70180410,CUST010832,Savings,951669,2025-01-10,Inactive,BR004
ACC66719462,CUST010833,Savings,448721,2020-06-05,Inactive,BR097
ACC49506662,CUST010833,Salary,714534,2020-06-05,Inactive,BR130
ACC95196568,CUST010834,Salary,120679,2020-09-15,Inactive,BR055
ACC73414993,CUST010834,Savings,436187,2020-09-15,Inactive,BR142
ACC79483453,CUST010835,Current,40851,2024-10-09,Inactive,BR093
ACC99793691,CUST010836,Current,756409,2022-03-19,Active,BR124
ACC66187174,CUST010836,Current,113715,2022-03-19,Active,BR023
ACC92601451,CUST010837,Salary,64015,2026-04-06,Inactive,BR039
ACC36679715,CUST010838,Salary,383418,2020-10-01,Inactive,BR013
ACC24721322,CUST010839,Salary,903042,2022-03-11,Active,BR014
ACC20182959,CUST010840,Salary,417921,2017-11-12,Active,BR141
ACC13613280,CUST010840,Current,657850,2017-11-12,Inactive,BR011
ACC35649036,CUST010841,Salary,734989,2019-05-13,Inactive,BR087
ACC22560052,CUST010841,Savings,794794,2019-05-13,Active,BR081
ACC11030535,CUST010842,Savings,157384,2019-12-20,Inactive,BR078
ACC46392326,CUST010842,Savings,17399,2019-12-20,Active,BR129
ACC63189816,CUST010843,Current,652714,2019-10-01,Inactive,BR100
ACC55632250,CUST010843,Savings,647578,2019-10-01,Active,BR088
ACC55413489,CUST010844,Salary,523581,2025-12-12,Inactive,BR095
ACC44175173,CUST010844,Savings,941127,2025-12-12,Inactive,BR135
ACC21381789,CUST010845,Current,21854,2024-05-07,Inactive,BR087
ACC55140807,CUST010846,Salary,346625,2018-10-15,Active,BR011
ACC26407237,CUST010846,Salary,617718,2018-10-15,Inactive,BR031
ACC47040497,CUST010847,Salary,438006,2024-04-04,Active,BR083
ACC43142697,CUST010847,Savings,604240,2024-04-04,Inactive,BR029
ACC36556777,CUST010848,Savings,383225,2024-11-25,Inactive,BR009
ACC61836444,CUST010849,Current,5757,2019-10-15,Inactive,BR028
ACC65862427,CUST010850,Salary,856628,2025-11-28,Inactive,BR022
ACC65682544,CUST010850,Savings,788798,2025-11-28,Inactive,BR066
ACC18375182,CUST010851,Savings,906451,2025-03-12,Inactive,BR005
ACC27372522,CUST010851,Savings,468589,2025-03-12,Active,BR101
ACC19283203,CUST010852,Current,265076,2021-03-19,Active,BR096
ACC21752893,CUST010852,Savings,743363,2021-03-19,Active,BR048
ACC88140140,CUST010853,Salary,929421,2022-09-20,Inactive,BR019
ACC85190232,CUST010854,Salary,660615,2023-10-05,Active,BR122
ACC44264436,CUST010854,Savings,245182,2023-10-05,Inactive,BR146
ACC91384892,CUST010855,Current,146479,2019-08-29,Inactive,BR081
ACC29866010,CUST010856,Salary,411944,2022-06-14,Active,BR084
ACC31837392,CUST010857,Savings,836236,2020-09-28,Inactive,BR058
ACC65131646,CUST010858,Current,55458,2022-03-09,Inactive,BR007
ACC92147744,CUST010859,Salary,359480,2023-04-09,Inactive,BR004
ACC99321215,CUST010859,Savings,684413,2023-04-09,Active,BR003
ACC92816312,CUST010860,Savings,643205,2018-04-15,Inactive,BR085
ACC60206988,CUST010860,Salary,348975,2018-04-15,Active,BR027
ACC18084131,CUST010861,Current,689594,2016-11-19,Active,BR054
ACC55210394,CUST010861,Current,909769,2016-11-19,Active,BR089
ACC67786076,CUST010862,Salary,368653,2020-01-09,Inactive,BR106
ACC86834040,CUST010862,Savings,42621,2020-01-09,Active,BR080
ACC98018814,CUST010863,Savings,386844,2018-01-18,Inactive,BR017
ACC44778357,CUST010864,Current,374702,2018-04-11,Inactive,BR007
ACC27808232,CUST010865,Current,384884,2025-12-21,Inactive,BR112
ACC58402689,CUST010865,Savings,278333,2025-12-21,Active,BR148
ACC92245545,CUST010866,Salary,413960,2019-06-26,Active,BR060
ACC87371162,CUST010866,Current,86375,2019-06-26,Inactive,BR112
ACC64020732,CUST010867,Savings,764954,2024-03-22,Inactive,BR106
ACC68018374,CUST010867,Current,667628,2024-03-22,Inactive,BR114
ACC79795294,CUST010868,Savings,704062,2021-08-01,Inactive,BR133
ACC77846048,CUST010868,Current,619482,2021-08-01,Active,BR083
ACC71079252,CUST010869,Current,984677,2017-07-14,Active,BR011
ACC90776743,CUST010870,Current,245707,2021-04-21,Active,BR055
ACC10470283,CUST010871,Current,562933,2016-09-23,Active,BR054
ACC70898852,CUST010872,Savings,949445,2024-10-28,Inactive,BR021
ACC75496439,CUST010872,Current,391968,2024-10-28,Active,BR108
ACC23276065,CUST010873,Savings,908530,2025-07-10,Inactive,BR145
ACC58375879,CUST010873,Savings,600787,2025-07-10,Inactive,BR139
ACC29040640,CUST010874,Current,820113,2019-10-02,Active,BR029
ACC73841801,CUST010875,Current,909529,2019-12-05,Active,BR069
ACC25481049,CUST010876,Salary,5085,2025-11-10,Active,BR097
ACC18903490,CUST010876,Salary,81067,2025-11-10,Active,BR053
ACC63295827,CUST010877,Salary,442387,2016-10-17,Active,BR115
ACC47853709,CUST010878,Savings,364491,2023-09-16,Active,BR045
ACC95268274,CUST010878,Current,856268,2023-09-16,Active,BR119
ACC51745869,CUST010879,Salary,865759,2024-10-25,Active,BR084
ACC11247270,CUST010880,Salary,176393,2016-10-17,Inactive,BR116
ACC93591564,CUST010881,Savings,825217,2021-08-29,Active,BR136
ACC99984784,CUST010881,Savings,490125,2021-08-29,Active,BR022
ACC41050410,CUST010882,Savings,828388,2025-01-02,Active,BR126
ACC79687308,CUST010883,Savings,449254,2018-12-03,Active,BR090
ACC85987372,CUST010883,Current,462657,2018-12-03,Inactive,BR149
ACC31877286,CUST010884,Savings,910351,2017-05-19,Inactive,BR044
ACC52681879,CUST010884,Current,366566,2017-05-19,Inactive,BR140
ACC13174804,CUST010885,Savings,103304,2022-02-05,Active,BR010
ACC39356137,CUST010886,Salary,386791,2024-04-03,Active,BR116
ACC59432854,CUST010886,Current,627806,2024-04-03,Inactive,BR091
ACC15032303,CUST010887,Current,395757,2020-08-20,Active,BR082
ACC21343719,CUST010887,Current,62846,2020-08-20,Inactive,BR083
ACC86003884,CUST010888,Savings,205408,2021-03-31,Inactive,BR061
ACC19518241,CUST010888,Current,910420,2021-03-31,Active,BR082
ACC80304667,CUST010889,Salary,426583,2016-11-05,Active,BR112
ACC61028354,CUST010889,Current,955733,2016-11-05,Active,BR100
ACC54319178,CUST010890,Current,445961,2019-07-21,Active,BR036
ACC14347028,CUST010891,Current,717655,2019-03-05,Inactive,BR004
ACC70905361,CUST010892,Salary,538687,2024-06-06,Active,BR122
ACC58743629,CUST010893,Savings,710737,2021-11-04,Inactive,BR070
ACC48324808,CUST010894,Salary,601652,2025-04-23,Active,BR128
ACC76517987,CUST010894,Current,943232,2025-04-23,Inactive,BR103
ACC89233429,CUST010895,Savings,452443,2022-01-05,Inactive,BR069
ACC83180736,CUST010895,Savings,863141,2022-01-05,Inactive,BR105
ACC64279938,CUST010896,Current,992968,2024-01-13,Inactive,BR083
ACC86000432,CUST010897,Savings,693963,2019-02-13,Inactive,BR123
ACC18444461,CUST010897,Savings,567738,2019-02-13,Active,BR040
ACC96305986,CUST010898,Current,312097,2020-08-13,Active,BR036
ACC61980430,CUST010899,Salary,506486,2022-08-23,Inactive,BR008
ACC67303437,CUST010900,Savings,408098,2026-07-19,Active,BR088
ACC99078051,CUST010900,Salary,561458,2026-07-19,Active,BR129
ACC76143991,CUST010901,Current,890979,2022-10-28,Inactive,BR091
ACC42427550,CUST010901,Savings,636548,2022-10-28,Active,BR088
ACC71167399,CUST010902,Current,705672,2023-06-17,Inactive,BR067
ACC31436788,CUST010902,Current,676554,2023-06-17,Inactive,BR037
ACC38421970,CUST010903,Savings,762042,2020-09-17,Active,BR030
ACC71235138,CUST010903,Savings,332673,2020-09-17,Active,BR080
ACC82724680,CUST010904,Salary,172774,2020-08-30,Active,BR136
ACC13836984,CUST010905,Current,433823,2017-06-18,Active,BR138
ACC15033788,CUST010905,Savings,476319,2017-06-18,Inactive,BR036
ACC13680563,CUST010906,Current,513191,2021-08-16,Inactive,BR092
ACC98121047,CUST010907,Current,871340,2022-09-09,Inactive,BR110
ACC16717529,CUST010908,Salary,754491,2019-04-29,Inactive,BR116
ACC92555468,CUST010908,Salary,919093,2019-04-29,Active,BR139
ACC48204075,CUST010909,Savings,305321,2023-11-30,Inactive,BR009
ACC94404945,CUST010910,Savings,251296,2024-05-04,Active,BR096
ACC56378840,CUST010911,Salary,188142,2017-02-24,Active,BR126
ACC50543557,CUST010912,Current,393493,2023-02-24,Inactive,BR005
ACC60492213,CUST010912,Current,622529,2023-02-24,Inactive,BR132
ACC84616648,CUST010913,Salary,458258,2021-05-18,Inactive,BR027
ACC85690918,CUST010913,Salary,685514,2021-05-18,Inactive,BR088
ACC68241595,CUST010914,Savings,373707,2022-10-08,Active,BR038
ACC97808829,CUST010914,Savings,463041,2022-10-08,Inactive,BR027
ACC47229220,CUST010915,Salary,32303,2016-12-02,Active,BR129
ACC59753751,CUST010915,Current,638816,2016-12-02,Active,BR144
ACC17899057,CUST010916,Savings,657707,2026-01-26,Active,BR004
ACC56735785,CUST010916,Salary,421805,2026-01-26,Inactive,BR096
ACC90682151,CUST010917,Salary,554812,2025-05-01,Active,BR056
ACC94768835,CUST010917,Current,844133,2025-05-01,Active,BR068
ACC64158589,CUST010918,Savings,355249,2026-07-21,Active,BR123
ACC56118571,CUST010919,Savings,879202,2018-06-24,Inactive,BR129
ACC15067793,CUST010920,Current,410700,2023-09-05,Inactive,BR055
ACC18142952,CUST010921,Current,178437,2024-12-01,Inactive,BR132
ACC39963488,CUST010922,Salary,599055,2019-02-27,Inactive,BR056
ACC67011630,CUST010922,Savings,145401,2019-02-27,Active,BR148
ACC17426626,CUST010923,Savings,633181,2025-02-23,Active,BR089
ACC51251506,CUST010924,Current,641185,2025-09-03,Active,BR051
ACC35734949,CUST010924,Current,953125,2025-09-03,Inactive,BR128
ACC74917109,CUST010925,Savings,554194,2026-01-15,Active,BR098
ACC50710859,CUST010925,Savings,149266,2026-01-15,Inactive,BR105
ACC15320276,CUST010926,Current,157955,2024-08-24,Inactive,BR006
ACC31662147,CUST010926,Salary,347743,2024-08-24,Active,BR105
ACC95688242,CUST010927,Salary,640415,2016-12-19,Inactive,BR012
ACC16042431,CUST010928,Current,100137,2022-08-13,Inactive,BR006
ACC14703322,CUST010928,Savings,7065,2022-08-13,Active,BR090
ACC71432772,CUST010929,Current,198537,2016-08-31,Inactive,BR091
ACC41101800,CUST010929,Current,75589,2016-08-31,Active,BR054
ACC83805202,CUST010930,Current,354671,2019-10-04,Inactive,BR058
ACC11424786,CUST010930,Salary,278827,2019-10-04,Active,BR149
ACC57702979,CUST010931,Savings,309901,2023-06-30,Inactive,BR071
ACC42244345,CUST010931,Current,762098,2023-06-30,Inactive,BR110
ACC81183692,CUST010932,Current,150905,2020-02-05,Inactive,BR069
ACC25713995,CUST010933,Salary,418295,2017-05-01,Inactive,BR011
ACC28308743,CUST010934,Current,820933,2020-04-15,Inactive,BR003
ACC14996001,CUST010935,Salary,772809,2020-11-11,Inactive,BR046
ACC73432285,CUST010936,Savings,649675,2025-08-07,Active,BR104
ACC41758214,CUST010936,Savings,715257,2025-08-07,Inactive,BR058
ACC55204341,CUST010937,Current,621111,2025-08-04,Inactive,BR039
ACC21941529,CUST010938,Savings,817546,2016-09-15,Inactive,BR146
ACC21305739,CUST010938,Current,961342,2016-09-15,Active,BR122
ACC28388084,CUST010939,Salary,818168,2024-03-21,Active,BR150
ACC45800696,CUST010939,Salary,36386,2024-03-21,Inactive,BR009
ACC65103181,CUST010940,Salary,267153,2022-12-25,Active,BR126
ACC88900803,CUST010940,Current,280584,2022-12-25,Active,BR071
ACC48842360,CUST010941,Salary,479448,2025-07-10,Inactive,BR127
ACC97279470,CUST010941,Salary,35972,2025-07-10,Active,BR055
ACC71370558,CUST010942,Salary,606213,2017-04-26,Inactive,BR050
ACC74829587,CUST010943,Savings,669052,2026-02-09,Active,BR030
ACC21253354,CUST010943,Current,357763,2026-02-09,Active,BR033
ACC75580893,CUST010944,Savings,940200,2020-02-04,Active,BR137
ACC19540959,CUST010944,Salary,461130,2020-02-04,Active,BR080
ACC54733216,CUST010945,Current,875593,2026-01-10,Inactive,BR033
ACC45013344,CUST010946,Savings,926248,2020-06-11,Inactive,BR019
ACC49459308,CUST010946,Salary,624803,2020-06-11,Inactive,BR019
ACC17582361,CUST010947,Savings,613509,2025-03-23,Active,BR143
ACC27434176,CUST010947,Salary,804752,2025-03-23,Inactive,BR133
ACC63708031,CUST010948,Current,136681,2017-07-26,Inactive,BR065
ACC74717646,CUST010948,Savings,597356,2017-07-26,Active,BR098
ACC64611499,CUST010949,Salary,715818,2016-12-17,Active,BR041
ACC61477811,CUST010949,Savings,90170,2016-12-17,Inactive,BR019
ACC89394653,CUST010950,Salary,25367,2026-04-19,Active,BR026
ACC66881258,CUST010950,Salary,459894,2026-04-19,Inactive,BR024
ACC24762596,CUST010951,Current,283068,2024-10-03,Inactive,BR127
ACC29913887,CUST010951,Savings,146388,2024-10-03,Inactive,BR024
ACC11645705,CUST010952,Salary,610093,2018-06-14,Inactive,BR091
ACC77463481,CUST010953,Savings,863961,2021-07-18,Inactive,BR056
ACC65608119,CUST010954,Current,392711,2022-06-17,Inactive,BR129
ACC67119023,CUST010954,Current,538196,2022-06-17,Inactive,BR087
ACC40075357,CUST010955,Current,781178,2020-09-19,Inactive,BR074
ACC84814280,CUST010956,Savings,473455,2024-10-26,Active,BR104
ACC92800558,CUST010957,Current,960668,2024-12-25,Inactive,BR016
ACC98613614,CUST010957,Savings,536597,2024-12-25,Inactive,BR141
ACC30844477,CUST010958,Current,337052,2018-12-20,Active,BR129
ACC11085805,CUST010959,Current,245282,2023-07-31,Inactive,BR084
ACC70512925,CUST010960,Savings,974517,2022-03-13,Inactive,BR069
ACC45162614,CUST010960,Current,239557,2022-03-13,Active,BR056
ACC89902205,CUST010961,Savings,384191,2025-04-07,Inactive,BR146
ACC55328504,CUST010962,Salary,932202,2020-07-04,Inactive,BR033
ACC42667904,CUST010962,Savings,806037,2020-07-04,Active,BR033
ACC97487303,CUST010963,Current,790180,2019-10-16,Inactive,BR037
ACC79017387,CUST010963,Salary,543945,2019-10-16,Inactive,BR018
ACC34828995,CUST010964,Savings,376634,2022-08-09,Inactive,BR097
ACC50849639,CUST010965,Savings,739341,2021-12-17,Active,BR133
ACC11822070,CUST010966,Current,342476,2023-12-15,Active,BR002
ACC56907697,CUST010967,Savings,959441,2026-01-20,Active,BR009
ACC13596527,CUST010967,Savings,951907,2026-01-20,Inactive,BR092
ACC63801728,CUST010968,Current,173226,2021-10-24,Inactive,BR123
ACC88483323,CUST010968,Salary,114148,2021-10-24,Inactive,BR006
ACC39917806,CUST010969,Current,240414,2020-08-24,Inactive,BR045
ACC42813475,CUST010969,Salary,945802,2020-08-24,Inactive,BR005
ACC31601909,CUST010970,Savings,877228,2024-07-16,Active,BR095
ACC12522381,CUST010971,Savings,849060,2023-05-11,Active,BR030
ACC75357716,CUST010971,Current,749253,2023-05-11,Active,BR084
ACC92070381,CUST010972,Savings,53610,2018-12-22,Inactive,BR087
ACC29382164,CUST010973,Savings,921642,2020-10-12,Inactive,BR143
ACC38986656,CUST010974,Salary,402171,2023-10-28,Inactive,BR081
ACC31836853,CUST010974,Salary,847956,2023-10-28,Inactive,BR148
ACC40343383,CUST010975,Salary,977757,2025-11-29,Active,BR101
ACC92062075,CUST010975,Current,89840,2025-11-29,Active,BR149
ACC58701586,CUST010976,Savings,624009,2024-03-17,Active,BR034
ACC99352872,CUST010976,Savings,39598,2024-03-17,Active,BR017
ACC13342915,CUST010977,Savings,738830,2020-11-23,Active,BR134
ACC72908070,CUST010978,Salary,184876,2022-09-28,Active,BR008
ACC46090369,CUST010979,Savings,988439,2025-05-15,Active,BR075
ACC95955512,CUST010980,Savings,175858,2025-08-03,Active,BR074
ACC84945705,CUST010981,Current,355475,2022-03-17,Active,BR048
ACC86866003,CUST010982,Savings,926064,2025-09-06,Inactive,BR007
ACC22147348,CUST010982,Savings,497805,2025-09-06,Active,BR019
ACC86656068,CUST010983,Current,755648,2018-11-24,Inactive,BR134
ACC12258556,CUST010984,Salary,128705,2019-08-09,Active,BR050
ACC43575092,CUST010985,Savings,564747,2016-08-25,Active,BR066
ACC15078137,CUST010986,Savings,846587,2019-11-24,Active,BR038
ACC66240359,CUST010987,Savings,357118,2018-05-31,Inactive,BR077
ACC85879508,CUST010988,Salary,45256,2020-11-10,Inactive,BR010
ACC26325537,CUST010989,Savings,299827,2021-01-01,Active,BR049
ACC81434667,CUST010990,Savings,31209,2021-02-26,Inactive,BR034
ACC86141005,CUST010990,Current,763437,2021-02-26,Inactive,BR130
ACC25930706,CUST010991,Current,4423,2025-12-20,Inactive,BR041
ACC96196985,CUST010992,Salary,329190,2019-06-06,Inactive,BR044
ACC61614247,CUST010993,Salary,125383,2023-03-18,Inactive,BR098
ACC23844548,CUST010993,Savings,756234,2023-03-18,Active,BR104
ACC49583921,CUST010994,Current,675694,2021-12-03,Active,BR073
ACC67329883,CUST010995,Savings,745114,2026-04-22,Inactive,BR050
ACC78199381,CUST010995,Salary,390482,2026-04-22,Active,BR051
ACC88126343,CUST010996,Savings,426758,2025-01-22,Active,BR108
ACC29952251,CUST010997,Salary,985992,2020-06-13,Inactive,BR102
ACC60996277,CUST010998,Current,416685,2019-09-09,Active,BR034
ACC51482034,CUST010999,Salary,426473,2022-06-23,Active,BR024
ACC20841910,CUST010999,Salary,515878,2022-06-23,Inactive,BR050
ACC33344521,CUST011000,Savings,82244,2024-01-11,Inactive,BR058
ACC64525046,CUST011000,Salary,809151,2024-01-11,Active,BR001
ACC46824012,CUST011001,Current,310193,2024-05-11,Active,BR073
ACC41468189,CUST011001,Salary,58586,2024-05-11,Inactive,BR023
ACC26728656,CUST011002,Savings,113459,2016-09-05,Active,BR142
ACC88210591,CUST011002,Savings,109795,2016-09-05,Inactive,BR132
ACC23859958,CUST011003,Current,353356,2025-07-06,Active,BR006
ACC69231323,CUST011004,Savings,745189,2020-11-27,Active,BR138
ACC18220993,CUST011004,Savings,88884,2020-11-27,Inactive,BR076
ACC13467847,CUST011005,Savings,682387,2026-04-28,Active,BR071
ACC89870046,CUST011006,Savings,543090,2025-11-24,Active,BR123
ACC36723062,CUST011007,Salary,793647,2018-08-27,Active,BR045
ACC86710324,CUST011008,Current,151291,2024-12-05,Inactive,BR033
ACC52850499,CUST011008,Current,729720,2024-12-05,Active,BR141
ACC59731689,CUST011009,Salary,792544,2018-01-29,Active,BR054
ACC24057630,CUST011009,Current,146858,2018-01-29,Inactive,BR068
ACC76927154,CUST011010,Current,640737,2016-09-23,Inactive,BR020
ACC68842166,CUST011011,Salary,608129,2018-04-02,Inactive,BR049
ACC38169922,CUST011011,Salary,812850,2018-04-02,Active,BR060
ACC29898432,CUST011012,Savings,472945,2025-06-03,Inactive,BR126
ACC35852981,CUST011013,Salary,338261,2020-02-14,Inactive,BR100
ACC78883477,CUST011014,Current,707006,2026-03-13,Inactive,BR114
ACC55541196,CUST011015,Current,113497,2025-12-10,Inactive,BR138
ACC70870067,CUST011016,Savings,468424,2020-09-27,Active,BR121
ACC52305260,CUST011017,Savings,869679,2020-01-10,Inactive,BR143
ACC42493617,CUST011018,Salary,820355,2016-10-17,Inactive,BR077
ACC47464439,CUST011019,Savings,8767,2017-06-20,Active,BR129
ACC50107608,CUST011020,Salary,254607,2020-02-14,Inactive,BR129
ACC49789689,CUST011020,Salary,726447,2020-02-14,Inactive,BR091
ACC92197520,CUST011021,Savings,876529,2026-01-11,Inactive,BR139
ACC75010526,CUST011021,Savings,22872,2026-01-11,Active,BR023
ACC34301699,CUST011022,Salary,598731,2020-12-11,Active,BR135
ACC76122284,CUST011023,Current,763393,2024-01-17,Inactive,BR136
ACC85147451,CUST011023,Savings,853506,2024-01-17,Inactive,BR084
ACC36351582,CUST011024,Salary,420537,2019-09-17,Inactive,BR071
ACC57159013,CUST011024,Salary,479882,2019-09-17,Inactive,BR029
ACC15189204,CUST011025,Current,369653,2023-09-07,Inactive,BR020
ACC35884736,CUST011025,Salary,381645,2023-09-07,Inactive,BR130
ACC85159741,CUST011026,Current,225571,2019-01-22,Active,BR139
ACC35404257,CUST011027,Salary,653873,2019-11-17,Inactive,BR027
ACC32313457,CUST011027,Salary,970620,2019-11-17,Inactive,BR006
ACC53076819,CUST011028,Current,23857,2023-08-27,Active,BR053
ACC53426516,CUST011028,Savings,972132,2023-08-27,Active,BR086
ACC46797282,CUST011029,Savings,315074,2020-09-10,Active,BR078
ACC63296450,CUST011030,Current,964678,2019-05-26,Inactive,BR098
ACC80478485,CUST011031,Current,920767,2023-11-01,Inactive,BR015
ACC62365473,CUST011032,Salary,673616,2019-11-23,Active,BR088
ACC45146701,CUST011033,Salary,713112,2023-04-19,Active,BR149
